degree,dofs,level,nu,E,gamma,errorStandard,errorStress
5,1362,0,0.49,1.0,1000.0,0.0011867328737584803,0.0011346406648210688
5,5282,1,0.49,1.0,1000.0,4.523921882145402e-05,4.45748328944954e-05
5,20802,2,0.49,1.0,1000.0,1.5878321140772004e-06,1.5929261404610538e-06
