degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
3,530,0,0.5,1.0,1000.0,0.05483390366987777,0.0520649843442616
3,2018,1,0.5,1.0,1000.0,0.02036720656559898,0.020375464199202185
3,7874,2,0.5,1.0,1000.0,0.009689385514857221,0.009934307198526601
