degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
2,258,0,0.5,1.0,1000.0,0.22515562523485413,0.20874930417571824
2,962,1,0.5,1.0,1000.0,0.15916196976664698,0.15727397495230683
2,3714,2,0.5,1.0,1000.0,0.15045656824807366,0.15382088295227644
