degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure,errorStress,errorIncompressibility
4,898,0,0.5,1.0,1000.0,0.027687777711377478,0.013607425862779098,0.0288472002864521,0.00911168461000479
4,3458,1,0.5,1.0,1000.0,0.01656544057209864,0.0031324791973439637,0.01787473354647996,0.009111785631855315
