degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure,errorStress,errorIncompressibility
5,1362,0,0.5,1.0,1000.0,0.007559513187614666,0.00198587350080736,0.002091979070302031,7.768316381874298e-05
5,5282,1,0.5,1.0,1000.0,0.00038581065494089947,6.793650887474677e-05,7.374133481478824e-05,2.735221199906644e-06
5,20802,2,0.5,1.0,1000.0,2.8269448001168227e-06,2.1390410991290843e-06,2.248990737028166e-06,2.7034381412697042e-08
