degree,dofs,level,nu,E,gamma,errorStandard,errorStress
1,82,0,0.49,1.0,1000.0,0.6782720692463873,0.652976147682405
1,290,1,0.49,1.0,1000.0,0.6413974423770702,0.6555935482052858
1,1090,2,0.49,1.0,1000.0,0.7183527950826811,0.7790532575984364
