degree,dofs,level,nu,E,gamma,errorStandard,errorStress
4,898,0,0.49,1.0,1000.0,0.010215150777286129,0.0100332246348067
4,3458,1,0.49,1.0,1000.0,0.0006419893713990675,0.0006252426506577511
4,13570,2,0.49,1.0,1000.0,3.810901769251784e-05,3.670145164693486e-05
