degree,dofs,level,nu,E,gamma,errorStandard,errorStress
3,530,0,0.49,1.0,1000.0,0.062374012307334706,0.061340205770427425
3,2018,1,0.49,1.0,1000.0,0.016088535433017113,0.017188410780254848
3,7874,2,0.49,1.0,1000.0,0.004694519288947089,0.005208841808490764
