degree,dofs,level,nu,E,gamma,errorStandard,errorStress
1,82,0,0.3,1.0,1000.0,0.5886672415390036,0.7028182631055404
1,290,1,0.3,1.0,1000.0,0.3344711561126642,0.47628015678359475
1,1090,2,0.3,1.0,1000.0,0.170119427402189,0.2742697570289747
