degree,dofs,level,nu,E,gamma,errorStandard,errorStress
4,898,0,0.3,1.0,1000.0,0.005824831326749178,0.008488700387718921
4,3458,1,0.3,1.0,1000.0,0.00038868741261974255,0.0005586849346455321
4,13570,2,0.3,1.0,1000.0,2.483719552001285e-05,3.520732836721283e-05
