degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
4,898,0,0.5,1.0,1000.0,0.00836003387907997,0.007884167776155485
4,3458,1,0.5,1.0,1000.0,0.0005311255899703979,0.0005004497810061897
4,13570,2,0.5,1.0,1000.0,3.1659497621387486e-05,2.9853726543738733e-05
