degree,dofs,level,nu,E,gamma,errorStandard,errorStress
2,258,0,0.3,1.0,1000.0,0.17068011276209502,0.253384199664548
2,962,1,0.3,1.0,1000.0,0.047393964194433875,0.07950796271011158
2,3714,2,0.3,1.0,1000.0,0.01214933668843038,0.021750769308020338
