degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
3,530,0,0.5,1.0,1000.0,0.08513448635979447,0.05167184005307802
3,2018,1,0.5,1.0,1000.0,0.020283429556044372,0.020373844342692578
3,7874,2,0.5,1.0,1000.0,0.0050433186284686545,0.009965920954380007
