degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
5,1362,0,0.5,1.0,1000.0,3.352349921889668e-07,0.0008265477431153448
5,5282,1,0.5,1.0,1000.0,1.0948601695867184e-08,2.7192517185238344e-05
5,20802,2,0.5,1.0,1000.0,3.495880586389216e-10,8.607407645828113e-07
5,82562,3,0.5,1.0,1000.0,1.1061882019001479e-11,2.6984538837677152e-08
