degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure,errorStress,errorIncompressibility
4,898,0,0.5,1.0,1000.0,0.02013371035513269,0.013854954365933895,0.013851463424745445,0.00018332457728470117
4,3458,1,0.5,1.0,1000.0,0.03882437613700489,0.006506493644452478,0.00739076871791099,0.00015918583341090477
4,13570,2,0.5,1.0,1000.0,7.019686106860034e-05,5.122469674430948e-05,5.130043133484329e-05,6.819790382748429e-07
