degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure,errorStress,errorIncompressibility
2,258,0,0.5,1.0,1000.0,0.7531320077635969,0.3856011680331057,0.3870676136534574,0.009163191665446333
2,962,1,0.5,1.0,1000.0,0.21392732484377955,0.22385300368382358,0.22364324293793575,0.009102268035696765
