degree,dofs,level,nu,E,gamma,errorStandard,errorStress
2,258,0,0.49,1.0,1000.0,0.28372311262850536,0.2722705698818759
2,962,1,0.49,1.0,1000.0,0.1425588191944699,0.14868334426224677
2,3714,2,0.49,1.0,1000.0,0.08811593630219049,0.09703893370151313
