degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
1,82,0,0.5,1.0,1000.0,0.891742128342608,0.5875654557526224
1,290,1,0.5,1.0,1000.0,0.8722502712554021,0.7275431014230849
1,1090,2,0.5,1.0,1000.0,0.8669396157382838,1.393953564866904
