degree,level,nu,dofs,errorStandard,errorStress
3,0,0.3,1010,0.00895204254927633,0.009050358395854184
3,1,0.3,3938,0.001258143722004996,0.001262069887761948
3,2,0.3,15554,0.00024185100315714307,0.00025243802224183024
