degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure,errorStress,errorIncompressibility
5,1362,0,0.5,1.0,1000.0,5.323918127151303e-05,0.001281423503154105,0.0013529124812894915,2.9281684872769222e-08
5,5282,1,0.5,1.0,1000.0,1.0842472305144232e-06,3.9939532025716286e-05,4.2517174442031945e-05,4.2345561960427864e-10
5,20802,2,0.5,1.0,1000.0,1.219657669070808e-07,1.2665087077142828e-06,1.3492137739666092e-06,2.909043211966639e-11
