degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
3,530,0,0.5,1.0,1000.0,0.0848049584782284,0.05181212950171815
3,2018,1,0.5,1.0,1000.0,0.020244287993542203,0.020466713547730296
3,7874,2,0.5,1.0,1000.0,0.0050395577040322674,0.009987862653108678
