degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
2,258,0,0.5,1.0,1000.0,0.38880382529111895,0.20855144032506598
2,962,1,0.5,1.0,1000.0,0.1839127560834763,0.1584716370320114
2,3714,2,0.5,1.0,1000.0,0.08974980485850498,0.1546384908973318
