degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
2,258,0,0.5,1.0,1000.0,0.05226972579316983,0.1470657465252814
2,962,1,0.5,1.0,1000.0,0.024258955636833578,0.0413990632512769
2,3714,2,0.5,1.0,1000.0,0.011859420035685483,0.016699920997949192
