degree,dofs,level,nu,E,gamma,errorStandard,errorStress
3,530,0,0.3,1.0,1000.0,0.03565905368073139,0.05313232178773046
3,2018,1,0.3,1.0,1000.0,0.004585165173735509,0.007438629254638655
3,7874,2,0.3,1.0,1000.0,0.0005701360514553565,0.0009626368493394135
