degree,dofs,level,nu,E,gamma,errorStandard,errorStress
5,1362,0,0.3,1.0,1000.0,0.0008435408791412259,0.0011648210734583953
5,5282,1,0.3,1.0,1000.0,2.7274252197766956e-05,3.827725735107712e-05
5,20802,2,0.3,1.0,1000.0,8.528285145716099e-07,1.2100567984551678e-06
