degree,dofs,level,nu,E,gamma,errorDisplacement,errorPressure
1,82,0,0.5,1.0,1000.0,2.469261646483444,477162564960929.44
1,290,1,0.5,1.0,1000.0,7.7781770227947895,810097642421416.8
